productCode, description, name,dispensingUnit, packRoundingThreshold, packSize, roundToZero,netContent,productCode
GAMB00398,GenoType® MTBDRplus Version 2.0 kit,GenoType® MTBDRplus Version 2.0 kit,dispensingUnit:each,1,1,True,1,GAMB00398
GAMB00399,GenoType® MTBDRsl kit(without Genolyse),GenoType® MTBDRsl kit(without Genolyse),dispensingUnit:each,1,1,True,1,GAMB00399
GAMB00400,GenoType® Mycobacterium AS (without GenLyse),GenoType® Mycobacterium AS (without GenLyse),dispensingUnit:each,1,1,True,1,GAMB00400
GAMB00401,GenoType® Mycobacterium CM version 2 (without GenoLyse),GenoType® Mycobacterium CM version 2 (without GenoLyse),dispensingUnit:each,1,1,True,1,GAMB00401
GAMB00402,GenoType® MyTBC,GenoType® MyTBC,dispensingUnit:each,1,1,True,1,GAMB00402
GAMB00403,Hycolin,Hycolin,dispensingUnit:each,1,1,True,1,GAMB00403
GAMB00404,Hydrochloric acid,Hydrochloric acid,dispensingUnit:each,1,1,True,1,GAMB00404
GAMB00405,"Lab guard, (6x1L)","Lab guard, (6x1L)",dispensingUnit:each,1,1,True,1,GAMB00405
GAMB00406,Label for cryovial,Label for cryovial,dispensingUnit:each,1,1,True,1,GAMB00406
GAMB00407,label for cryovial,label for cryovial,dispensingUnit:each,1,1,True,1,GAMB00407
GAMB00408,Laboratory gown- surgical blue,Laboratory gown- surgical blue,dispensingUnit:each,1,1,True,1,GAMB00408
GAMB00409,Long 1 ml tip with filter,Long 1 ml tip with filter,dispensingUnit:each,1,1,True,1,GAMB00409
GAMB00410,Long 1 ml tip with filter,Long 1 ml tip with filter,dispensingUnit:each,1,1,True,1,GAMB00410
GAMB00411,MGIT TB Identification Kit,MGIT TB Identification Kit,dispensingUnit:each,1,1,True,1,GAMB00411
GAMB00412,Microcentrifuge tubes 1.5ml,Microcentrifuge tubes 1.5ml,dispensingUnit:each,1,1,True,1,GAMB00412
GAMB00413,Microcentrifuge tubes 2 ml,Microcentrifuge tubes 2 ml,dispensingUnit:each,1,1,True,1,GAMB00413
GAMB00414,microcentrifuge tubes1.5ml and 50ml,microcentrifuge tubes1.5ml and 50ml,dispensingUnit:each,1,1,True,1,GAMB00414
GAMB00415,Molecular grade water,Molecular grade water,dispensingUnit:each,1,1,True,1,GAMB00415
GAMB00416,N95 Mask,N95 Mask,dispensingUnit:each,1,1,True,1,GAMB00416
GAMB00417,N-Acetyl L cysteine,N-Acetyl L cysteine,dispensingUnit:each,1,1,True,1,GAMB00417
GAMB00418,PCR tube 0.2ml,PCR tube 0.2ml,dispensingUnit:each,1,1,True,1,GAMB00418
GAMB00419,Petri Dish plastic,Petri Dish plastic,dispensingUnit:each,1,1,True,1,GAMB00419
GAMB00420,Potassium dihydrogen phosphate,Potassium dihydrogen phosphate,dispensingUnit:each,1,1,True,1,GAMB00420
GAMB00421,Quick chiller for tubes 0.2 to 1.5ml,Quick chiller for tubes 0.2 to 1.5ml,dispensingUnit:each,1,1,True,1,GAMB00421
GAMB00422,Rack for 1.5- 2ml tubes,Rack for 1.5- 2ml tubes,dispensingUnit:each,1,1,True,1,GAMB00422
GAMB00423,Rack for 1.5-2ml and 50ml tubes,Rack for 1.5-2ml and 50ml tubes,dispensingUnit:each,1,1,True,1,GAMB00423
GAMB00424,Rack for 3 single channel pipettes,Rack for 3 single channel pipettes,dispensingUnit:each,1,1,True,1,GAMB00424
GAMB00425,"Rack for 3,4 and 5 single channel pipettes. See detailed list","Rack for 3,4 and 5 single channel pipettes. See detailed list",dispensingUnit:each,1,1,True,1,GAMB00425
GAMB00426,Rack for 4 single channel pipettes,Rack for 4 single channel pipettes,dispensingUnit:each,1,1,True,1,GAMB00426
GAMB00427,Rack for 50ml Tubes,Rack for 50ml Tubes,dispensingUnit:each,1,1,True,1,GAMB00427
GAMB00428,Rack for 6 single channel pipettes,Rack for 6 single channel pipettes,dispensingUnit:each,1,1,True,1,GAMB00428
GAMB00429,Rack for PCR tube of 0.2ml,Rack for PCR tube of 0.2ml,dispensingUnit:each,1,1,True,1,GAMB00429
GAMB00430,Rack for 1.5-2ml tubes,Rack for 1.5-2ml tubes,dispensingUnit:each,1,1,True,1,GAMB00430
GAMB00431,Rack for sterile Cryovial 2ml,Rack for sterile Cryovial 2ml,dispensingUnit:each,1,1,True,1,GAMB00431
GAMB00432,Reagent powder-DST Clofazine,Reagent powder-DST Clofazine,dispensingUnit:each,1,1,True,1,GAMB00432
GAMB00433,Reagent powder-DST-Ethionamide,Reagent powder-DST-Ethionamide,dispensingUnit:each,1,1,True,1,GAMB00433
GAMB00434,"Repetitive pippette combitips, combitips 5 mls,ansd 12.5combitips","Repetitive pippette combitips, combitips 5 mls,ansd 12.5combitips",dispensingUnit:each,1,1,True,1,GAMB00434
GAMB00435,Repetitive pippette for Combitips,Repetitive pippette for Combitips,dispensingUnit:each,1,1,True,1,GAMB00435
GAMB00436,sealing film,sealing film,dispensingUnit:each,1,1,True,1,GAMB00436
GAMB00437,single channel pipette 10-100ul,single channel pipette 10-100ul,dispensingUnit:each,1,1,True,1,GAMB00437
GAMB00438,single channel pipette 1-10ul,single channel pipette 1-10ul,dispensingUnit:each,1,1,True,1,GAMB00438
GAMB00439,Single channel pipette 200-1000ul,Single channel pipette 200-1000ul,dispensingUnit:each,1,1,True,1,GAMB00439
GAMB00440,Single channel pipette 20-200ul,Single channel pipette 20-200ul,dispensingUnit:each,1,1,True,1,GAMB00440
GAMB00441,single channel pipette 2-20ul,single channel pipette 2-20ul,dispensingUnit:each,1,1,True,1,GAMB00441
GAMB00442,sodium chloride,sodium chloride,dispensingUnit:each,1,1,True,1,GAMB00442
GAMB00443,Sodium hydroxide(NaoH),Sodium hydroxide(NaoH),dispensingUnit:each,1,1,True,1,GAMB00443
GAMB00444,steel lab forcep,steel lab forcep,dispensingUnit:each,1,1,True,1,GAMB00444
GAMB00445,steel lab forcep ans sealing film,steel lab forcep ans sealing film,dispensingUnit:each,1,1,True,1,GAMB00445
GAMB00446,Sterile cryovial 2ml single handed,Sterile cryovial 2ml single handed,dispensingUnit:each,1,1,True,1,GAMB00446
GAMB00447,Sterile cryovial 2ml-2ml single handed and label for cryovial,Sterile cryovial 2ml-2ml single handed and label for cryovial,dispensingUnit:each,1,1,True,1,GAMB00447
GAMB00448,sterile filter tips 0.1-10ul,sterile filter tips 0.1-10ul,dispensingUnit:each,1,1,True,1,GAMB00448
GAMB00449,sterile filter tips 0.2-20ul,sterile filter tips 0.2-20ul,dispensingUnit:each,1,1,True,1,GAMB00449
GAMB00450,sterile filter tips 100-1000ul,sterile filter tips 100-1000ul,dispensingUnit:each,1,1,True,1,GAMB00450
GAMB00451,sterile filter tips 1-200ul,sterile filter tips 1-200ul,dispensingUnit:each,1,1,True,1,GAMB00451
GAMB00452,sterile filter tips 5-100ul,sterile filter tips 5-100ul,dispensingUnit:each,1,1,True,1,GAMB00452
GAMB00453,Sterile plastic centrifuge tubes 15ml,Sterile plastic centrifuge tubes 15ml,dispensingUnit:each,1,1,True,1,GAMB00453
GAMB00454,Sterile plastic centrifuge tubes 50ml,Sterile plastic centrifuge tubes 50ml,dispensingUnit:each,1,1,True,1,GAMB00454
GAMB00455,Sterile plastic lab forceps,Sterile plastic lab forceps,dispensingUnit:each,1,1,True,1,GAMB00455
GAMB00456,Sterisation autoclave tape,Sterisation autoclave tape,dispensingUnit:each,1,1,True,1,GAMB00456
GAMB00457,storage cardboard box for sterile cyrovial 2ml,storage cardboard box for sterile cyrovial 2ml,dispensingUnit:each,1,1,True,1,GAMB00457
GAMB00458,storage plastic box for PCR tubes 0.2ml,storage plastic box for PCR tubes 0.2ml,dispensingUnit:each,1,1,True,1,GAMB00458
GAMB00459,storage plastic box for sterile cryovial 2ml,storage plastic box for sterile cryovial 2ml,dispensingUnit:each,1,1,True,1,GAMB00459
GAMB00460,Sulphuric acid,Sulphuric acid,dispensingUnit:each,1,1,True,1,GAMB00460
GAMB00461,"Syring and needle-5/21G (auto-disabling) 5ml, 21G","Syring and needle-5/21G (auto-disabling) 5ml, 21G",dispensingUnit:each,1,1,True,1,GAMB00461
GAMB00462,Tri Sodium citrate dihydrate,Tri Sodium citrate dihydrate,dispensingUnit:each,1,1,True,1,GAMB00462
GAMB00463,Trypton Soya broth 500g,Trypton Soya broth 500g,dispensingUnit:each,1,1,True,1,GAMB00463
GAMB00464,XPERT MTB/XDR Cartridge,XPERT MTB/XDR Cartridge,dispensingUnit:each,1,1,True,1,GAMB00464
GAMB00465,Xpert MTB/RIF Ultra,Xpert MTB/RIF Ultra,dispensingUnit:each,1,1,True,1,GAMB00465
GAMB00466,GeneXpert XVI Module,GeneXpert XVI Module,dispensingUnit:each,1,1,True,1,GAMB00466
GAMB00467,"Artemether/Lumefantrine 20/120mg 6 dispersible tablets, 30 blister","Artemether/Lumefantrine 20/120mg 6 dispersible tablets, 30 blister",dispensingUnit:each,1,1,True,1,GAMB00467
GAMB00468,"Artemether/Lumefantrine 20/120mg 12 dispersible tablets, 30 blister","Artemether/Lumefantrine 20/120mg 12 dispersible tablets, 30 blister",dispensingUnit:each,1,1,True,1,GAMB00468
GAMB00469,"Artemether/Lumefantrine 20/120mg 18 tablet non-dispersible tablets, 30 blister","Artemether/Lumefantrine 20/120mg 18 tablet non-dispersible tablets, 30 blister",dispensingUnit:each,1,1,True,1,GAMB00469
GAMB00470,"Artemether/Lumefantrine 20/120mg 24 tablet non-dispersible tablets, 30 blister","Artemether/Lumefantrine 20/120mg 24 tablet non-dispersible tablets, 30 blister",dispensingUnit:each,1,1,True,1,GAMB00470
GAMB00471,Artesunate 60mg powder for solution for injection - 1 vial,Artesunate 60mg powder for solution for injection - 1 vial,dispensingUnit:each,1,1,True,1,GAMB00471
GAMB00472,Primaquine 7.5mg (as base) (equivalent to 13.2mg Primaquine Phosphate) 10 tablet blister (100),Primaquine 7.5mg (as base) (equivalent to 13.2mg Primaquine Phosphate) 10 tablet blister (100),dispensingUnit:each,1,1,True,1,GAMB00472
GAMB00473,Quinine 300mg tablets (1000),Quinine 300mg tablets (1000),dispensingUnit:each,1,1,True,1,GAMB00473
GAMB00474,Clindamycin 150mg capsules (100),Clindamycin 150mg capsules (100),dispensingUnit:each,1,1,True,1,GAMB00474
GAMB00475,Piperaquine/Dihydroartemisinin 160/20mg dispersible/non-dispersible 3 tablet blister,Piperaquine/Dihydroartemisinin 160/20mg dispersible/non-dispersible 3 tablet blister,dispensingUnit:each,1,1,True,1,GAMB00475
GAMB00476,Piperaquine/Dihydroartemisinin 320/40mg 9 tablet blister,Piperaquine/Dihydroartemisinin 320/40mg 9 tablet blister,dispensingUnit:each,1,1,True,1,GAMB00476
GAMB00477,Sulfadoxine/Pyrimethamine 500/25mg 3 tablet blister (10),Sulfadoxine/Pyrimethamine 500/25mg 3 tablet blister (10),dispensingUnit:each,1,1,True,1,GAMB00477
GAMB00478,Amodiaquine+Sulfadoxine/Pyrimethamine 76.5mg+250/12.5mg 3+1 tablet dispersible co-blistered 50 blister,Amodiaquine+Sulfadoxine/Pyrimethamine 76.5mg+250/12.5mg 3+1 tablet dispersible co-blistered 50 blister,dispensingUnit:each,1,1,True,1,GAMB00478
GAMB00479,Amodiaquine+Sulfadoxine/Pyrimethamine 153mg+500/25mg 3+1 tablet dispersible co-blistered 50 blister,Amodiaquine+Sulfadoxine/Pyrimethamine 153mg+500/25mg 3+1 tablet dispersible co-blistered 50 blister,dispensingUnit:each,1,1,True,1,GAMB00479
GAMB00480,Ferrous sulphate & Folic Acid tablet,Ferrous sulphate & Folic Acid tablet,dispensingUnit:each,1,1,True,1,GAMB00480
GAMB00481,Paracetamol Syrup,Paracetamol Syrup,dispensingUnit:each,1,1,True,1,GAMB00481
GAMB00482,Dextrose 5% Infusion,Dextrose 5% Infusion,dispensingUnit:each,1,1,True,1,GAMB00482
GAMB00483,Dextrose 50%,Dextrose 50%,dispensingUnit:each,1,1,True,1,GAMB00483
GAMB00484,Sodium chloride 0.9% Infusion,Sodium chloride 0.9% Infusion,dispensingUnit:each,1,1,True,1,GAMB00484
GAMB00485,Malaria Rapid Diagnostic Test Kit - Pf/PAN - 25 tests,Malaria Rapid Diagnostic Test Kit - Pf/PAN - 25 tests,dispensingUnit:each,1,1,True,1,GAMB00485
GAMB00486,Pipette Tips - Yellow 2-200ul (1000),Pipette Tips - Yellow 2-200ul (1000),dispensingUnit:each,1,1,True,1,GAMB00486
GAMB00487,Pipette Tips - Blue 100-1000ul (1000),Pipette Tips - Blue 100-1000ul (1000),dispensingUnit:each,1,1,True,1,GAMB00487
GAMB00488,Blood Lancets ( 200pcs),Blood Lancets ( 200pcs),dispensingUnit:each,1,1,True,1,GAMB00488
GAMB00489,Heparinized Capillary Tubes (100pcs),Heparinized Capillary Tubes (100pcs),dispensingUnit:each,1,1,True,1,GAMB00489
GAMB00490,Cristaseal (100pcs),Cristaseal (100pcs),dispensingUnit:each,1,1,True,1,GAMB00490
GAMB00491,Drabkins Capsules (12pcs),Drabkins Capsules (12pcs),dispensingUnit:each,1,1,True,1,GAMB00491
GAMB00492,Blood collection tube - plain glass - 5ml - red - pack of 1000,Blood collection tube - plain glass - 5ml - red - pack of 1000,dispensingUnit:each,1,1,True,1,GAMB00492
GAMB00493,"EDTA tubes 2.5 ml ,100 pcs","EDTA tubes 2.5 ml ,100 pcs",dispensingUnit:each,1,1,True,1,GAMB00493
GAMB00494,Blue Tissue( Roll),Blue Tissue( Roll),dispensingUnit:each,1,1,True,1,GAMB00494
GAMB00495,"HB microcuvette 301 , 50pcs","HB microcuvette 301 , 50pcs",dispensingUnit:each,1,1,True,1,GAMB00495
GAMB00496,"immerson oil , 125ml","immerson oil , 125ml",dispensingUnit:each,1,1,True,1,GAMB00496
GAMB00497,Field Stain A bottle,Field Stain A bottle,dispensingUnit:each,1,1,True,1,GAMB00497
GAMB00498,Field Stain B bottle,Field Stain B bottle,dispensingUnit:each,1,1,True,1,GAMB00498
GAMB00499,Microscope slides - frosted end - 76x25mm - 144 slides,Microscope slides - frosted end - 76x25mm - 144 slides,dispensingUnit:each,1,1,True,1,GAMB00499
GAMB00500,"Hb calibration standards (3.0 g/dl, 11.5 g/dl & 18.0 g/dl)","Hb calibration standards (3.0 g/dl, 11.5 g/dl & 18.0 g/dl)",dispensingUnit:each,1,1,True,1,GAMB00500
GAMB00501,"Citrate tubes 2.5 ml, 100 pcs","Citrate tubes 2.5 ml, 100 pcs",dispensingUnit:each,1,1,True,1,GAMB00501
GAMB00502,Absolute methanol (96 -99%),Absolute methanol (96 -99%),dispensingUnit:each,1,1,True,1,GAMB00502
GAMB00503,Giemsa stain powder,Giemsa stain powder,dispensingUnit:each,1,1,True,1,GAMB00503
GAMB00504,Glycerol,Glycerol,dispensingUnit:each,1,1,True,1,GAMB00504
GAMB00505,Graduated Measuring Cylinder ( 50 ml & 1000 ml),Graduated Measuring Cylinder ( 50 ml & 1000 ml),dispensingUnit:each,1,1,True,1,GAMB00505
GAMB00506,Weighing scale,Weighing scale,dispensingUnit:each,1,1,True,1,GAMB00506
GAMB00507,"Filter paper, 11 cm in diameter","Filter paper, 11 cm in diameter",dispensingUnit:each,1,1,True,1,GAMB00507
GAMB00508,"Beaker, 250 ml capacity","Beaker, 250 ml capacity",dispensingUnit:each,1,1,True,1,GAMB00508
GAMB00509,Funnel,Funnel,dispensingUnit:each,1,1,True,1,GAMB00509
GAMB00510,Glass beads (5 mm),Glass beads (5 mm),dispensingUnit:each,1,1,True,1,GAMB00510
GAMB00511,Gloves (non-latex),Gloves (non-latex),dispensingUnit:each,1,1,True,1,GAMB00511
GAMB00512,Water bath,Water bath,dispensingUnit:each,1,1,True,1,GAMB00512
GAMB00513,Goggles,Goggles,dispensingUnit:each,1,1,True,1,GAMB00513
GAMB00514,TdispensingUnit:eaching microscope,TdispensingUnit:eaching microscope,dispensingUnit:each,1,1,True,1,GAMB00514
GAMB00515,Slide storage boxes,Slide storage boxes,dispensingUnit:each,1,1,True,1,GAMB00515
GAMB00516,Pipette (P20),Pipette (P20),dispensingUnit:each,1,1,True,1,GAMB00516
GAMB00517,Pipette (P2-10),Pipette (P2-10),dispensingUnit:each,1,1,True,1,GAMB00517
GAMB00518,Slide tray,Slide tray,dispensingUnit:each,1,1,True,1,GAMB00518
GAMB00519,Tally counters,Tally counters,dispensingUnit:each,1,1,True,1,GAMB00519
GAMB00520,Timer,Timer,dispensingUnit:each,1,1,True,1,GAMB00520
GAMB00521,Buffer tablets 7.2,Buffer tablets 7.2,dispensingUnit:each,1,1,True,1,GAMB00521
GAMB00522,Giemsa stain bottle,Giemsa stain bottle,dispensingUnit:each,1,1,True,1,GAMB00522
GAMB00523,Cotton wool (absorbent),Cotton wool (absorbent),dispensingUnit:each,1,1,True,1,GAMB00523
GAMB00524,Conical flask,Conical flask,dispensingUnit:each,1,1,True,1,GAMB00524
GAMB00525,Potassium dihydrogen phosphate (anhydrous) (KH2PO4),Potassium dihydrogen phosphate (anhydrous) (KH2PO4),dispensingUnit:each,1,1,True,1,GAMB00525
GAMB00526,Potassium hydrogen phosphate (anhydrous) (Na2PO4),Potassium hydrogen phosphate (anhydrous) (Na2PO4),dispensingUnit:each,1,1,True,1,GAMB00526
GAMB00527,pH Meter,pH Meter,dispensingUnit:each,1,1,True,1,GAMB00527
GAMB00528,Lens cleaning fluid,Lens cleaning fluid,dispensingUnit:each,1,1,True,1,GAMB00528
GAMB00529,Test tube,Test tube,dispensingUnit:each,1,1,True,1,GAMB00529
GAMB00530,PCV machine,PCV machine,dispensingUnit:each,1,1,True,1,GAMB00530
GAMB00531,Spreader,Spreader,dispensingUnit:each,1,1,True,1,GAMB00531
